ESC_REDE_distance	ESC_REDE_randcontrl_distance	ESC_noclass_distance	ESC_noclass_randcontrl_distance	TSC_REDE_distance	TSC_REDE_randcontrl_distance	TSC_noclass_distance	TSC_noclass_randcontrl_distance	ESC_NEDE_distance	ESC_NEDE_randcontrl_distance	TSC_NEDE_distance	TSC_NEDE_randcontrl_distance	ESC_NonEnh_distance	ESC_NonEnh_randcontrl_distance	TSC_NonEnh_distance	TSC_NonEnh_randcontrl_distance
		12892.5	101852.5												
		9290.5	1239006.5												
		32407	22086												
		32436	745762												
		12884.5	3949.5												
		39988	1272525												
		9903	57835												
		8384	1569299												
		5107	276531												
		309766.5	45147.5												
		90110.5	2399866.5												
		21171	114132												
		11848	173704												
		195860.5	832032.5												
		278679	99915												
		505686	431285												
		507838.5	727193.5												
		694663.5	1221296.5												
		1055185.5	525856.5												
		1685300.5	4816.5												
		1301996.5	528244.5												
		1010927	1040808												
		607522.5	393662.5												
		62127.5	2655749.5												
		182529.5	410037.5												
		62098.5	1618461.5												
		286578.5	1197106.5												
		597926.5	98873.5												
		383741.5	396845.5												
		118120.5	2050663.5												
		226510.5	1376961.5												
		784077.5	1075105.5												
		961293.5	95058.5												
		808439	995519												
		353215.5	10738.5												
		63382.5	40678.5												
		459046.5	344007.5												
		312825.5	113845.5												
		131465.5	175402.5												
		42573.5	2121251.5												
		35645	39581												
		382377.5	86530.5												
		751204.5	1405747.5												
		354088.5	801243.5												
		63374.5	1702709.5												
		459031.5	963543.5												
		312724.5	151072.5												
		131456.5	91155.5												
		42457.5	502225.5												
		35568	470996												
		382328.5	17342.5												
		1250684.5	1348873.5												
		421811.5	2157446.5												
		78770.5	129998.5												
		70156.5	1286302.5												
		293810.5	1697199.5												
		607476.5	49175.5												
		437989.5	2184029.5												
		148194.5	1423200.5												
		22977.5	956980.5												
		145294.5	2527668.5												
		445106.5	405049.5												
		221395.5	30751.5												
		72003	409553												
		23024.5	153027.5												
		71984	821462												
		22994.5	56623.5												
		71961	2164771												
		23033.5	2458500.5												
		71945	1322131												
		23046.5	317171.5												
		71957	495071												
		23018.5	2175453.5												
		308955.5	777192.5												
		532723.5	1290666.5												
		762968.5	92903.5												
		1054040.5	161551.5												
		1277847.5	1235783.5												
		1508062.5	1000179.5												
		1803714.5	471320.5												
		2027366.5	260448.5												
		1907395.5	806585.5												
		1170792.5	243653.5												
		781862.5	442626.5												
		23294.5	1217807.5												
		271876.5	95283.5												
		850804.5	999132.5												
		1168071.5	1209829.5												
		1857631.5	303579.5												
		2153780.5	122631.5												
		1910118.5	122969.5												
		1557642.5	255685.5												
		871597.5	1658805.5												
		497633.5	1205431.5												
		203907.5	920055.5												
		22979.5	982240.5												
		290709.5	400735.5												
		588801.5	164737.5												
		790790.5	337041.5												
		498096	214254												
		275425.5	1444411.5												
		23006.5	512182.5												
		547297.5	490853.5												
		446396.5	45571.5												
		226736.5	76122.5												
		73356.5	129001.5												
		362108.5	164775.5												
		567342.5	1293590.5												
		866338.5	595199.5												
		1607078.5	124173.5												
		1970075.5	2057196.5												
		1711484	1068738												
		1261520.5	369412.5												
		324759.5	43524.5												
		23348.5	2039129.5												
		266136.5	207769.5												
		35995.5	970018.5												
		335789.5	1912308.5												
		1972719.5	49959.5												
		2505695.5	86257.5												
		2425207.5	119486.5												
		2122155.5	204005.5												
		1564276.5	128995.5												
		1268304.5	203777.5												
		1011639.5	1134886.5												
		787721.5	1011143.5												
		625198.5	84578.5												
		296932.5	18950.5												
		73560.5	2349112.5												
		227753.5	583532.5												
		148011.5	219138.5												
		146064.5	85139.5												
		371812.5	178769.5												
		580476.5	483315.5												
		363015.5	879689.5												
		148130	1825495												
		146352.5	1741934.5												
		370179.5	1316936.5												
		389696.5	1508247.5												
		73713.5	1514299.5												
		23043.5	457124.5												
		199677	16316												
		69286.5	207079.5												
		148235.5	671231.5												
		22957.5	889730.5												
		148174.5	1166756.5												
		182511.5	26494.5												
		447009.5	459958.5												
		356475.5	67454.5												
		23013.5	1439547.5												
		147699.5	601350.5												
		148917.5	1497788.5												
		148211.5	405655.5												
		184977.5	286078.5												
		457407.5	107304.5												
		346324.5	122558.5												
		23012.5	18686.5												
		148013.5	2242937.5												
		148969.5	547928.5												
		453860.5	1392304.5												
		1008923.5	3105.5												
		787110.5	1025229.5												
		260864.5	249662.5												
		23334.5	110830.5												
		577428.5	561664.5												
		880586.5	24716.5												
		1393599.5	958185.5												
		1097636.5	76487.5												
		841100.5	81090.5												
		617237.5	794552.5												
		296947.5	2045448.5												
		73566.5	892534.5												
		227770.5	234790.5												
		148306.5	451265.5												
		146236.5	15593.5												
		372097.5	549449.5												
		580575.5	2045190.5												
		363086.5	102992.5												
		148245	2032393												
		146118.5	345946.5												
