ES_mean_A_No_ES_Enh_only	Rel_exp_A_No_ES_Enh_only	ES_mean_N_No_ES_Enh_only	Rel_exp_N_No_ES_Enh_only	ES_mean_B_No_ES_Enh_only	Rel_exp_B_No_ES_Enh_only	ES_mean_A_ES_NEDE_only	Rel_exp_A_ES_NEDE_only	ES_mean_N_ES_REDE_only	Rel_exp_N_ES_REDE_only	ES_mean_N_ES_NEDE_only	Rel_exp_N_ES_NEDE_only	ES_mean_A_ES_nonEnhTE_only	Rel_exp_A_ES_nonEnhTE_only	ES_mean_A_ES_REDE_only	Rel_exp_A_ES_REDE_only	ES_mean_B_ES_NEDE_only	Rel_exp_B_ES_NEDE_only	ES_mean_N_ES_nonEnhTE_only	Rel_exp_N_ES_nonEnhTE_only	ES_mean_B_ES_nonEnhTE_only	Rel_exp_B_ES_nonEnhTE_only	ES_mean_A_Mixed	Rel_exp_A_Mixed	ES_mean_N_Mixed	Rel_exp_N_Mixed	ES_mean_B_ES_REDE_only	Rel_exp_B_ES_REDE_only	ES_mean_B_Mixed	Rel_exp_B_Mixed	ES_mean_All_A	Rel_exp_All_A	ES_mean_All_B	Rel_exp_All_B	ES_mean_All_N	Rel_exp_All_N
-7.3615745		-3.01684865		-4.10564485		7.2579897	-0.4172848																							-5.7116449	0.975738550000001	-5.47537755	-0.176264549999999	2.953989	0.0891839000000001
-3.66833725		-3.45287		3.8538778	0.0446899500000004	-5.5027773																								-6.0310114	-0.176264850000001	-4.15679565	-0.17626495	-3.98547745	-0.176265
3.2280309	-0.34570895	-1.953726		-6.85637785		2.40197835	-0.2858705																							-6.3801473	-2.5799422	-4.2537295	-3.21894785	-1.1082328	-0.42439342
4.27868555	0.507261	-4.9527289		-4.7211878		2.10346215	-2.29347185																							-5.45880885	-1.71999635	-6.8932037	-0.176264900000001	-1.1082328	-0.42439342
2.833868	-0.654996300000001	-3.54937805		-6.0588505		0.84478525	-0.6410929																							-6.7820389	-0.17626475	-5.2314225	-0.176264499999999	-2.38412785	2.3883767
1.094075475	2.008043075	-1.659719875		-6.3795855		1.27169445	-2.03525505																							-3.7704933	-0.9059806	-6.6708813	-0.1762651	-6.63879585	0.399736850000001
2.7899372	-0.201170550000001	-7.18506425		-5.3186519		-7.1010749																								-2.3572414	-1.3740573015	-1.77654795	0.54142845	2.43502385	2.315508065
3.641936	-0.8384975	-3.7469802		-3.2692702		5.25244595	-0.2269652																							0.94012508	0.0726571300000001	-4.3023785	-0.1762646	0.719260885	-0.319946515
4.5361268	-0.898243000000001	-5.330772		-4.36880575		2.72659975	1.654767975																							2.240886	-0.79690395	-4.4551365	-0.1762647	1.98770095	-0.1112591
3.8715675	-0.8099134	-2.3135142		-1.06686735		2.1260695	-0.87760645																							-1.63849425	-1.2756209425	-6.03480505	-0.176264849999999	-2.9150723	-4.2342967
-1.34085145		-4.86972915		-6.23999215		0.0148216235	-0.6761238915																							3.4213458	-0.3728197	-4.3879149	-0.17626475	2.54681055	1.08730835
3.6051271	-0.1725967	-4.22213605		-5.16235495		2.05897005	-1.6020688																							3.7338513	-0.21835345	-6.1336335	-0.1762649	2.0626135	-0.27609395
-1.68539535		-2.67066475		-4.9839085		2.76966915	7.05920265																							-3.4461687	-4.673138	-6.0408543	-0.176264999999999	-6.61124445	0.76821995
1.20653445	-0.4970119	-3.7399		-4.7528555		-1.4563029																								-0.80447312	-2.10321357	-4.486501	-0.252266500000001	2.18231995	-0.7980293
0.934530865	0.786437135	-4.50630935		-4.9744582		-0.57345507	-1.92965982																							3.52947235	-0.20349875	-3.8088723	-0.17626475	2.04623165	8.0632011
1.3306118	-0.80696685	-3.82931745		-4.4596594		0.66278055	-0.6904286																							-1.2811165	-3.6471825	-5.08543105	-0.176264700000001	-5.52239215	-0.10026315
0.93297137	-0.91757173	0.22892627	-1.16330243	-4.8797676		-6.88256785																								-2.00615605	-4.9592728	-5.4502298	-0.399994649999999	-4.0722809	-0.83722855
-5.8907308		-4.2380193		-6.2080935		-6.4073589																								-2.7143674	-2.561523915	-6.31116415	-0.1762648	7.30253235	0.32482785
-3.01237595		-3.25892825		-6.26346205		-0.99141262	3.02168078																							1.25011355	0.630295175	-3.62459625	2.379416	-1.06580762	-1.27319
0.6503648	-1.40913575	-4.0010741		-4.4067737		-2.13518375	-4.40551195																							-0.17862929	3.38568741	-5.959368	-0.176264799999999	-2.9610131	-0.38378355
-7.92002165		-4.3543062		-5.96891685		-1.650957037																								4.6632107	0.581977849999999	-3.28838595	1.9291838	3.99225535	-0.0165738000000006
-0.03545796	-0.55773445	-6.670391		-4.43000605		0.13002162	0.3069230955																							3.21001065	0.0495269499999997	-5.6258165	-0.17626465	0.15300028	-0.17331211
-0.33727678	-0.187743824	-3.9114767		-7.0146803		-0.44095628	-2.31096838																							4.33874085	-0.131973649999999	-5.39737515	-0.17626505	3.3061776	-0.1917877
-4.996146		-3.9114767		-4.04687765		-1.2661325																								-1.90721985	-1.71326511	-5.4009067	-0.1762647	-5.97761475	-0.176264250000001
-1.5159347	-3.26357555	-4.0825015		-3.7150377		2.63895535	-1.21883225																							1.5445264	-0.22348095	-4.16235485	-1.9892319	1.90711175	0.0986167999999998
1.2117513	-1.5412776	-6.39146965		-3.0941836		-3.41561385																								0.68354249	-1.30531101	-6.1215545	-0.17626465	1.9387574	-0.72706485
-5.52949645		-3.8948747		-3.42538935		1.25755585	-3.3433575																							1.60634045	-1.3851482	-4.74731735	-0.17626485	-6.1623553	-0.17626485
-6.6171868		-3.05885035		-5.10143685		1.7120823	-2.5538858																							-5.8380405	-0.994979799999999	-4.2615205	-0.176264649999999	2.34625475	0.0760854499999999
1.3263812	0.4460989	-4.08143325		-6.36890715		-0.898140635	-3.595585385																							0.8913279	-0.2259943	-5.05287645	-0.17626445	3.76277395	-0.5190704
2.4036324	-0.0610737499999998	-4.72682725		-5.2654005		-4.91472925																								-4.2582235	-1.49819265	-6.56047365	-0.17626465	-1.7468649	0.98615515
-3.75944695		-6.4511676		-1.8661589		1.54212905	-0.78570865																							-0.25308642	-0.411560725	-3.8713064	-0.17626495	4.6032358	-0.5072025
1.95818335	-0.887713	-4.25892805		-5.5344497		-2.4658016																								4.3835161	0.4295778	-4.4596594	-0.17626485	-4.1056446	-0.1002629
-4.2087655		-4.25892805		-3.3888637		2.2672901	-0.28048455																							2.6963734	0.2667322	-6.58558615	-0.100262999999999	1.17737215	0.8730826155
-5.3137381		-3.55973655		-5.91395085		0.73221518	-1.71967697																							-0.098797438	-0.597138753	-3.300696	2.060701	4.6447046	0.20000595
3.06353555	2.625304325	-5.78679285		-4.1115309		3.7499223	2.48414775																							-5.52239215	-0.10026315	-5.974458	-0.1762645	2.63199195	-0.9711949
-1.9304513	-5.29543425	-4.31665085		-5.01650405		1.4048218	-1.1437825																							1.40435105	-1.11782095	-4.3048943	-0.176265000000001	2.92579435	-0.435142399999999
-5.125829		-4.37459815		-5.0118925		4.1880505	-1.04394795																							0.41751165	-2.2890567	-4.0883544	-0.17626485	-6.1877925	-0.1762645
-3.5249252		-4.26855635		-5.5323045		0.40737286	-0.42790554																							1.0765345	-2.04021975	-3.3298118	-0.1762647	-4.4858357	-2.0799419
-5.7784231		-5.4912887		-3.95376835		-5.69194375																								1.6705463	-0.11225195	-4.5451285	-0.176264649999999	-2.12260595	-5.31526485
-3.4272139		-5.01957035		-6.67429		-2.3172309	-1.64012016																							-1.3958638	-2.89490885	-3.79819875	-0.17626485	-6.51774	-0.1762648
-1.82180275		-3.4207579		-5.21546635		-0.429555085	-0.691596735																							-1.05425135	0.15856512	-4.53873085	-0.176264850000001	-5.5953671	-0.10026335
-6.8212255	-7.45030105	-0.500747965	0.930475985	-3.94411835		1.95110475	-0.6723621																							3.1233138	-0.0373991499999997	-3.7249497	-0.17626485	1.6116975	1.11604655
-2.24908475		-5.26725555		-5.83955935		2.87878195	-0.2544686																							-5.4742605	-0.17626465	-6.2020335	-0.176264499999999	4.64565815	1.97555535
-5.79998305		-6.45457005		-7.0996267		2.15212195	-1.36988325																							-5.0647995	-0.1762647	-5.3048943	-0.176264850000001	-1.25757827	-0.5220319
-4.95856935		-5.051379		-5.7012751		4.6236283	-0.601084549999999																							2.5043714	0.0592160000000002	-4.9569709	-0.17626475	-4.94734215	-0.176264750000001
3.9738525	-0.723292500000001	-3.75469685		-5.75101175		4.43605765	-0.0181155499999992																							-4.4281203	-0.96874605	-4.79819875	-0.176264600000001	-6.03480505	-0.176264849999999
2.77926205	0.36536465	-4.0752129		-6.4652925		3.25623	-0.1820121																							-6.024921	-0.176264700000001	-4.79819875	-0.176264600000001	2.61074975	-0.3429894
0.424088675	-0.3827335	-4.784364		-6.59839365		-7.3427253																								0.224193015	0.792419265	-4.2141287	-0.1762648	-3.30164	3.36641815
4.622212	-1.7175077	-3.9278895		-4.59941875		-2.23411615																								-4.9640448	1.192218	-5.34944055	-0.176264550000001	0.023719025	-0.894791525
-6.499188		-3.9979683		-4.3198963		2.6746998	-0.52313755																							-5.72307015	-0.17626475	-4.34700135	-0.17626465	5.3277828	-0.325230700000001
-5.22744985		-4.01957035		-4.9633544		-1.99003705																								4.56103985	-0.460349649999999	-5.97366815	-0.1762648	-4.42769955	-0.17626455
-5.6075927		-5.42757275		-6.62531305		0.35211325	-1.0484401																							3.38191555	-0.9907092	-6.0722018	-0.17626465	-2.51599815	0.67189705
1.7707448	1.2747263	-5.748241		-3.74361355		4.01107645	0.62417495																							0.3471105	0.2071777115	-5.83955935	-0.17626465	-1.0227109	-0.0315114300000001
-4.1910224		-5.43690335		-1.8124125		4.8676296	-0.423897899999999																							1.7227943	-0.59529195	-4.6217866	-0.176265000000001	-3.51936555	-0.17626465
-6.529552		-4.88313865		-6.38494575		4.1693969	-0.67510315																							2.25029405	-3.12833135	-0.99170728	4.29368842	-5.98390825	-0.176264850000001
-7.08044555		4.64881565	0.0191632999999989	-5.04988035		-5.71268735																								-2.7042209	-1.6455852	-4.6635493	-0.17626485	3.2986563	1.7714004
0.476624515	-1.751892335	-4.25892805		-3.23274445		1.038799415	0.755202265																							-4.491401	1.84593245	-4.2247955	-0.17626465	3.2986563	1.7714004
0.914093555	5.142749555	0.53477803	0.7825042175	-4.95537065		-1.74583708	-1.8491523																							6.339385	0.258573699999999	-4.3950157	-0.1762649	1.004187475	-0.465144075
4.54171705	-0.879082449999999	-4.6238029		-1.97287715		3.37073685	-0.3481108																							2.46196515	-0.54547255	-4.94088695	-0.1762648	-5.0287303	-0.17626445
-5.2916017	-4.79067435	-3.98547745		-1.3688059		1.69843035	-0.51154255																							-2.3801115	3.1091317	-3.79114065	0.69221835	-5.611459	0.475738
6.19785285	-0.9573	-3.2641084		-6.29163785		-2.3081694																								-2.4508299	4.71562835	-4.84042685	-0.17626445	-3.86450085	-0.1762644
1.40783835	-1.47110415	-6.4061877		-4.4483264		-6.06820585																								1.52897225	-1.99013725	-6.76752065	-0.17626465	-2.6318403	-0.1762646
3.54936625	-0.4453041	-4.51719785	-7.3621532	-1.24851155		1.58300465	-0.6154904																							-3.0441227	2.2979188	-7.123337	-0.1762648	-6.5727707	-1.5447474
4.2883407	-0.4687458	-5.6600418		-3.59531445		2.1240181	-0.28111615																							4.49031365	0.3796916	-7.52584975	-0.176264900000001	-3.6075927	-0.1762646
4.15043415	-0.173591549999999	-0.113161992	-0.239030214	-4.468662		2.6826713	-0.61742765																							-0.728179625	-1.525589075	-5.1666698	1.26821975	0.293966455	0.15214962
0.98806985	-0.64772405	-4.3198963		-2.7783047		-1.16298435																								-5.90214085	-1.0799422	-6.07031155	-0.100262799999999	-4.3543062	-0.1762644
1.3900937	-0.8572147	-2.7131721	-1.7612272	-3.1057714		2.1601625	-0.75133025																							-3.74432455	0.768219849999999	-6.75239515	-0.176264399999999	-1.3654726	2.17189715
0.204475455	-0.809739345	-3.8264878		-5.8640766		-4.3867278																								-3.343335	0.97573845	-4.4091135	-0.17626465	-1.3493879	-0.1002632
2.2281258	-0.1706925	-2.79616515		-5.1144018		-4.83301965																								-0.93007235	2.27279535	-6.9400783	-0.1762651	-1.6390357	0.10725565
0.85134868	-0.67280697	-5.1244055		-5.2654005		-3.83933525	-2.85942595																							-1.97500325	1.81769885	-3.22889255	-0.1002634	-2.7428993	-3.50394052
-2.61178365		-5.81064375		-3.8125395		-3.41424865	-3.1429460775																							3.4651382	-0.42504585	-4.3567331	-0.176264849999999	-3.51936555	-0.17626465
2.63853115	-0.6696686	-3.84389075		-2.9917364		1.52546545	6.70220645																							-1.60459685	-1.29549834	-6.0149685	-0.2522663	2.5506935	-0.30041925
2.87965545	0.1803746	-3.9601662		-4.2485115		-1.30502725	-2.9403095																							-1.1276803	4.1654277	-4.0766251	-0.176264750000001	-3.6075927	-0.1762646
-4.5189838		-4.3124149		-4.2432749		5.988382	0.4475773																							-1.46847705	1.3196251	-3.45287	-0.17626485	-5.1086537	-0.176264699999999
2.98130535	-0.87538765	-1.30991215		-3.7910392		6.4889045	-0.240463																							0.900763325	-0.555461125	-3.45287	-0.17626485	-4.1979787	-0.1762647
-1.33092775	-3.04198965	-5.5117637		-5.1086537		6.91117645	-0.37484425																							-3.17040895	-0.718709	-3.45287	-0.17626485	1.8718966	0.5180246
-7.1932343		-2.972877		-2.83347415		4.76095165	-0.93835435																							-2.1899044	3.9869224	-4.13150895	-0.17626465	1.8718966	0.5180246
-1.7780948	-2.223774825	-1.30991215		-6.2724865		0.403299775	-0.820050925																							-5.0226302	-0.328267800000001	-3.45287	-0.17626485	-4.83194255	0.399737199999999
1.4897068	0.14842955	-3.8229815		-1.41252145		1.2354754	0.48118133																							-6.01905585	1.3997366	-4.13150895	-0.17626465	-6.31178935	-1.04474735
0.59497939	7.31781114	-4.86108635		-7.1308005		3.49345965	-0.29903965																							2.382452	1.0347798	-4.10577135	-0.1762647	-5.37455715	0.399736850000001
-4.0813552	-5.9174505	6.3639035	-0.686804650000001	-5.1086537		1.7184663	-1.0388787																							2.1957084	-0.2305211	-4.0883544	-0.17626485	-6.56310295	-0.176264799999999
1.29746605	2.78265365	1.58800075	1.19017798	-4.6318405		0.3512426	0.3288371																							2.1957084	-0.2305211	-4.07279235	-0.10026315	-4.7693435	-0.176264399999999
-2.41331695		-4.28456425		-3.83660695		3.56696125	0.7392692																							-0.69120604	0.34199826	-4.07279235	-0.10026315	-5.48539235	-1.0447475
0.38433924	0.3297549485	-4.5323045		-2.39986674		-1.34397935	-2.955475																							0.93335745	-2.4112026	-5.2314225	-0.176264499999999	-4.5641535	-0.17626475
1.4638112	0.3340816	1.8438467	-0.6214727	-2.562253485		4.90948105	-0.0456628000000006																							-4.95699925	-6.28620757	-5.35552	-1.4132303	-1.39360965	1.53054915
-5.5952007		-3.41576185		-1.390964185		4.2938203	0.163549																							0.240077455	-0.45994053	-4.755729	-0.1762645	-5.79283185	-0.17626485
-0.1162613785	-0.5533841135	-1.5632882		-1.34917829		3.9359559	0.30719555																							1.5524179	-0.18897425	-6.14209885	-0.1762645	-5.81329625	-0.176264750000001
4.1469719	1.1744904	3.65533385	-1.1066107	-2.2757574645		2.9716879	-0.55424605																							-3.60820375	1.399737	-4.58362195	-0.100262949999999	-1.24851155	-0.176264725
0.0821894445	0.8115795145	-3.84610555		-2.80874597		-1.132036965	-0.83311631																							2.8442526	-0.30940305	-4.4798373	-0.17626485	-1.44931135	-0.53295407
5.80662485	-0.00273454999999956	-4.1479801		-2.449743925		3.07547135	0.63448845																							-4.06891215	2.26821935	-4.5252255	1.2682195	-5.37240795	-0.176264549999999
0.28770586	-1.89395789	-4.55140245		-5.39737515		-3.2423812																								-5.64518585	-0.100262850000001	-5.97287735	-0.17626505	-5.69243085	-0.252266
-1.155800485	-1.10693109	-0.552045935	0.184072735	-6.046126		3.36533785	-0.38115605																							0.723919665	-0.918432685	-3.7766117	-0.1762646	-3.667464	-0.1762648
-0.67155698	0.141522355	-3.5408665		4.2047627	-0.0644237000000007	3.36533785	-0.38115605																							3.72948735	-0.0460519999999995	-4.48206185	-0.1762646	-4.0558665	-0.7522663
-1.0972978		-5.66452875		-3.3248625		-3.29480515																								-2.4823012	-0.27671045	-4.694576	-0.1762652	-2.3099122	-0.1762648
0.42411145	-0.52506535	-3.88482095		-3.8017653		-3.29480515																								-3.30455505	-1.24976945	-3.4300059	-0.1762647	-2.0468777	-0.1762647
1.7964562	-0.54358625	-2.5124863		0.19008751	0.84704296	0.89072025	-0.2489689																							-1.5073133	0.34820545	-3.2998397	-1.565068585	-6.36519435	-0.176264150000001
-1.0160127		-5.7463925		-4.9246217		-2.1141413																								-2.57586275	-2.48028771	-3.63584225	-0.1762647	-4.83084905	-1.7522665
-1.02421865	-0.98155885	-5.62380315		-5.9081715		1.04521145	-0.98343975																							3.63930645	-0.1814971	-4.36880575	-0.17626465	-5.42769955	-0.75226625
-0.50113887	-1.06131049	-4.499737		-6.5444901		0.69791321	-1.03275339																							1.62830645	-0.77877365	-6.1823305	-0.176264750000001	-4.0498805	-0.176265
-1.8849517		-4.69265635		-5.0423623		2.7498426	-1.07884105																							0.8721852925	4.0205071925	-4.9048588	-0.17626505	-5.1408011	-0.1002631
2.2872256	-0.15607885	-3.1896944		-6.6423583		-0.98097943	4.61496332																							-4.391259	-1.2260329	-3.6907339	-0.17626465	-3.5280045	-0.17626485
2.28239405	2.052898375	-5.76752095		-4.8017653		2.15935425	-2.31717865																							-3.985634	2.560701	-3.3738008	-0.00741689999999995	-2.9791908	-0.1762647
-5.9421607		-7.32826685		-3.50630935		-5.86790395																								2.4361529	-0.8184702	-4.5128525	-0.176265	-2.54937815	-0.17626475
-6.7230897		-6.43303755		-5.2127897		4.1536604	-1.3627695																							-6.0498805	-0.1762648	-5.86837025	0.26096975	-5.4149475	-0.176265000000001
-3.17279385		-4.0647995		-4.41145015		-0.71008128	-1.43804578																							5.47075715	-0.1431075	-5.45852965	-0.17626465	0.5050591535	0.9609352235
-1.6698254	-2.4109774835	-3.45729675		-5.62782715		5.6547743	-0.00130630000000043																							0.925985665	0.1492792	-3.7678891	-0.1002632	-3.73617685	-0.1762647
1.4872124	-1.3132601	-5.13009095		-6.6371593		1.8936687	0.37539095																							-5.29495085	-2.20571155	-7.29227215	-0.176264600000001	-2.48535075	-0.3575498
4.6337537	1.44818215	-6.6728299		-6.2101083		0.46266955	1.332696225																							0.5501789	5.74020945	-3.7583727	-0.1762646	-2.21693315	1.06070085
0.004508685	-2.881091265	-4.43000605		-4.77306965		4.2044247	0.0938009000000006																							-3.69815515	-0.8927443	-4.37600135	-0.176265099999999	-3.78719175	-1.46874567
3.20709345	1.4124437	-4.1925553		-7.0621998		4.05498435	0.7200741																							6.49903625	2.94986035	-4.0287304	-0.17626465	-5.85509105	-0.176264850000001
2.60767175	1.12767555	-4.9744582		-3.8017653		2.4123112	0.22223375																							1.297313	-2.8786513	-3.7174158	-0.17626455	-5.7012751	-1.25226625
3.3337274	-0.426026	-3.667464		-4.2485115		1.61093075	-0.5449415																							2.8671063	-0.622972450000001	-1.8083342	-1.0153005	-1.4095962	2.12049745
