TS_REDE_es_mean	TS_REDE_ts_mean	TS_REDE_Rel_exp	TS_NEDE_es_mean	TS_NEDE_ts_mean	TS_NEDE_Rel_exp	TS_nonEnhTE_es_mean	TS_nonEnhTE_ts_mean	TS_nonEnhTE_Rel_exp	No_TS_Enh_es_mean	No_TS_Enh_ts_mean	No_TS_Enh_Rel_exp	es_mean	ts_mean	Rel_exp
 	 	 	 	 	 	 	 	 	0.027489665	0.322273995	-0.29478433	-6.46937275	-5.79310795	
 	 	 	 	 	 	 	 	 	2.9716879	3.52593395	-0.55424605	0.253130425	1.90417975	-1.651049325
 	 	 	 	 	 	 	 	 	2.6958542	2.7768805	-0.0810262999999996	-5.518182	-2.97343445	
 	 	 	 	 	 	 	 	 	2.71800045	2.046622	0.67137845	-7.1851685	-7.660907	
 	 	 	 	 	 	 	 	 	2.94217755	3.580345	-0.63816745	-1.98998065	-0.101744335	-1.888236315
 	 	 	 	 	 	 	 	 	0.63102393	1.63481595	-1.00379202	4.9859525	5.49383	-0.5078775
 	 	 	 	 	 	 	 	 	0.782919	0.77090943	0.0120095699999999	-5.1408011	-5.040538	
 	 	 	 	 	 	 	 	 	-5.1637417	-4.987477		0.35211325	1.40055335	-1.0484401
 	 	 	 	 	 	 	 	 	0.8333528	2.6455028	-1.81215	2.1915215	2.0595754	0.1319461
 	 	 	 	 	 	 	 	 	0.00908192	-1.16092063	1.17000255	1.6318253	0.405638385	1.226186915
 	 	 	 	 	 	 	 	 	2.990376	3.2655268	-0.2751508	-4.1928557	-5.88507385	
 	 	 	 	 	 	 	 	 	1.58898765	0.14306605	1.4459216	-1.8991103	-3.5590583	
 	 	 	 	 	 	 	 	 	-2.1192291	-3.0588907		3.4636326	3.56179545	-0.09816285
 	 	 	 	 	 	 	 	 	4.605586	4.4843116	0.121274400000001	-1.299682	-1.7627754	
 	 	 	 	 	 	 	 	 	3.48987125	3.7803165	-0.29044525	0.23415455	-1.826843	2.06099755
 	 	 	 	 	 	 	 	 	2.79126625	2.5759059	0.21536035	1.88859155	3.0947692	-1.20617765
 	 	 	 	 	 	 	 	 	-0.76965692	2.99562215	-3.76527907	0.280930655	0.90942935	-0.628498695
 	 	 	 	 	 	 	 	 	0.441328075	2.8190162	-2.377688125	3.2432815	3.8238747	-0.5805932
 	 	 	 	 	 	 	 	 	1.07885285	3.1697558	-2.09090295	7.19504625	7.3763675	-0.18132125
 	 	 	 	 	 	 	 	 	1.071203135	-0.40831681	1.479519945	6.4874773	6.9048347	-0.4173574
 	 	 	 	 	 	 	 	 	-0.22159925	0.343469355	-0.565068605	2.49261975	4.533453	-2.04083325
 	 	 	 	 	 	 	 	 	-1.12421827	0.2188751675	-1.3430934375	5.9082019	6.0046215	-0.0964195999999999
 	 	 	 	 	 	 	 	 	-1.4374621	-0.600233385	-0.837228715	2.67609705	3.3733826	-0.69728555
 	 	 	 	 	 	 	 	 	1.10992382	-5.420077	6.53000082	1.4694523	2.0535064	-0.5840541
 	 	 	 	 	 	 	 	 	-1.132036965	-0.298920655	-0.83311631	5.19008115	4.49689005	0.693191099999999
 	 	 	 	 	 	 	 	 	3.07547135	2.4409829	0.63448845	3.97661515	3.91935085	0.0572642999999999
 	 	 	 	 	 	 	 	 	2.30853945	2.9820906	-0.67355115	4.01107645	3.3869015	0.62417495
 	 	 	 	 	 	 	 	 	1.03467068	2.31242655	-1.27775587	2.45269815	2.6276586	-0.17496045
 	 	 	 	 	 	 	 	 	-2.586694	3.75361155	-6.34030555	2.661049	3.169724	-0.508675
 	 	 	 	 	 	 	 	 	-2.74598135	-4.267509		4.05672625	3.07515105	0.9815752
 	 	 	 	 	 	 	 	 	-3.2423812	-5.3848314		-4.2534945	-3.9457124	
 	 	 	 	 	 	 	 	 	0.732676745	1.6210487	-0.888371955	-1.17483265	-2.0743076	
 	 	 	 	 	 	 	 	 	0.88820842	0.889039775	-0.000831355000000089	3.21206685	2.25191565	0.9601512
 	 	 	 	 	 	 	 	 	-6.7468547	-5.20210765		0.1113828175	0.62826415	-0.5168813325
 	 	 	 	 	 	 	 	 	-4.44148335	-4.2652185		4.47932715	4.5746024	-0.0952752500000003
 	 	 	 	 	 	 	 	 	-3.29605625	-6.51047135		4.088784	4.3474955	-0.2587115
 	 	 	 	 	 	 	 	 	3.7698052	4.5981715	-0.8283663	1.98016285	3.2067225	-1.22655965
 	 	 	 	 	 	 	 	 	3.2509227	2.2748474	0.9760753	-4.79468285	-7.02209545	
 	 	 	 	 	 	 	 	 	-3.29480515	-3.11854055		2.3737446	3.2666533	-0.8929087
 	 	 	 	 	 	 	 	 	3.36533785	3.7464939	-0.38115605	6.53874585	6.59587185	-0.0571260000000002
 	 	 	 	 	 	 	 	 	-2.4941995	-0.699415265	-1.794784235	-2.66581535	-3.26771335	
 	 	 	 	 	 	 	 	 	-0.94044848	0.16346439	-1.10391287	0.6632324	2.42658	-1.7633476
 	 	 	 	 	 	 	 	 	-0.762123765	-5.38829	4.626166235	0.65630499	1.516558925	-0.860253935
 	 	 	 	 	 	 	 	 	-6.65519405	-6.4789292		-1.27199175	-0.11718848	-1.15480327
 	 	 	 	 	 	 	 	 	-6.2127895	-4.29955925		0.78535695	1.49511915	-0.7097622
 	 	 	 	 	 	 	 	 	5.1238923	4.7786775	0.345214799999999	-2.3093053	-1.53585145	
 	 	 	 	 	 	 	 	 	-4.889228	-4.45567695		2.9178537	3.59598445	-0.67813075
 	 	 	 	 	 	 	 	 	0.89072025	1.13968915	-0.2489689	-1.2378144	-0.595106775	-0.642707625
 	 	 	 	 	 	 	 	 	4.50022195	2.3320484	2.16817355	6.02224215	6.6655092	-0.64326705
 	 	 	 	 	 	 	 	 	-2.0218756	0.3236002115	-2.3454758115	4.55227475	4.79558945	-0.243314699999999
 	 	 	 	 	 	 	 	 	0.200754005	0.91921	-0.718455995	4.8676296	5.2915275	-0.423897899999999
 	 	 	 	 	 	 	 	 	2.67561375	2.70582435	-0.0302105999999998	3.17542265	2.6464209	0.52900175
 	 	 	 	 	 	 	 	 	2.7287464	2.20708595	0.52166045	2.929853	3.4649035	-0.5350505
 	 	 	 	 	 	 	 	 	3.89555915	3.73722625	0.1583329	5.09529615	4.88839025	0.2069059
 	 	 	 	 	 	 	 	 	2.6259043	2.21863555	0.40726875	-1.8336144	-1.5990145	
 	 	 	 	 	 	 	 	 	-1.290899835	-5.05911945		1.2951419	2.4313375	-1.1361956
 	 	 	 	 	 	 	 	 	-2.1141413	-2.9444216		0.022943115	1.89162785	-1.868684735
 	 	 	 	 	 	 	 	 	0.549152235	1.26914845	-0.719996215	2.0253764	3.03047945	-1.00510305
 	 	 	 	 	 	 	 	 	1.81195785	1.18926395	0.6226939	5.43313225	5.2991247	0.13400755
 	 	 	 	 	 	 	 	 	-2.69479955	-2.8661076		-1.93580065	-4.95225165	
 	 	 	 	 	 	 	 	 	-0.26986425	-0.61765985	0.3477956	-2.7226935	-3.62243055	
 	 	 	 	 	 	 	 	 	2.1221094	2.610742	-0.4886326	2.9408732	3.4635216	-0.5226484
 	 	 	 	 	 	 	 	 	-4.09998915	-3.84772275		3.536921	4.24145065	-0.70452965
 	 	 	 	 	 	 	 	 	2.08990245	1.84102675	0.2488757	0.306995615	0.4099181	-0.102922485
 	 	 	 	 	 	 	 	 	4.8531095	5.4751408	-0.6220313	-2.94886335	-3.496328	
 	 	 	 	 	 	 	 	 	-3.7656959	-3.58943125		-5.9031995	-5.72693475	
 	 	 	 	 	 	 	 	 	0.9092314	0.781857165	0.127374235	2.0678748	3.79736745	-1.72949265
 	 	 	 	 	 	 	 	 	5.65820475	5.21668815	0.4415166	2.31006825	-5.3024587	7.61252695
 	 	 	 	 	 	 	 	 	4.21273635	5.0895335	-0.87679715	-3.0502386	-2.2202596	
 	 	 	 	 	 	 	 	 	2.63294955	4.0298473	-1.39689775	-7.07227565	-7.320009	
 	 	 	 	 	 	 	 	 	3.122368	2.9697897	0.1525783	4.1693969	4.84450005	-0.67510315
 	 	 	 	 	 	 	 	 	1.04521145	2.0286512	-0.98343975	-1.18697122	-2.43160435	
 	 	 	 	 	 	 	 	 	-1.06634275	-1.089445965		-4.73057425	-4.55430935	
 	 	 	 	 	 	 	 	 	0.39325952	1.1690511	-0.77579158	-5.0737605	-2.86804905	
 	 	 	 	 	 	 	 	 	1.8939312	1.07750285	0.81642835	-0.549266385	0.09629811	-0.645564495
 	 	 	 	 	 	 	 	 	-2.1843649	0.378497935	-2.562862835	-2.1601407	-4.79855415	
 	 	 	 	 	 	 	 	 	1.7196023	4.681665	-2.9620627	0.930229665	1.8434843	-0.913254635
 	 	 	 	 	 	 	 	 	0.73427653	2.50871275	-1.77443622	-7.9376485	-7.7613842	
 	 	 	 	 	 	 	 	 	3.35229995	4.05403845	-0.7017385	-2.8975232	0.369768325	-3.267291525
 	 	 	 	 	 	 	 	 	0.69791321	1.7306666	-1.03275339	-4.6043631	-6.22057985	
 	 	 	 	 	 	 	 	 	-5.155505	-5.92372465		-4.6617347	-2.2850303	
 	 	 	 	 	 	 	 	 	-2.0979363	-5.58485875		-3.7941928	-3.82544685	
 	 	 	 	 	 	 	 	 	3.7894369	4.09450155	-0.30506465	-0.01564751	0.67952974	-0.69517725
 	 	 	 	 	 	 	 	 	-3.6933546	1.2109162	-4.9042708	-5.71268735	-5.5364225	
 	 	 	 	 	 	 	 	 	2.7498426	3.82868365	-1.07884105	3.0558925	2.6578923	0.3980002
 	 	 	 	 	 	 	 	 	1.28724515	1.28996515	-0.00272000000000006	4.2227917	3.50201975	0.72077195
 	 	 	 	 	 	 	 	 	1.8029209	1.3457308	0.4571901	1.038799415	0.28359715	0.755202265
 	 	 	 	 	 	 	 	 	1.08223835	2.50077235	-1.418534	1.38316165	3.406325	-2.02316335
 	 	 	 	 	 	 	 	 	-0.98097943	-5.59594275	4.61496332	4.7276523	5.1088597	-0.3812074
 	 	 	 	 	 	 	 	 	-0.807601475	-0.468451755	-0.33914972	4.881541	5.020776	-0.139234999999999
 	 	 	 	 	 	 	 	 	1.5848294	1.13254395	0.45228545	3.6900451	4.2016344	-0.5115893
 	 	 	 	 	 	 	 	 	1.94986685	2.41506955	-0.4652027	3.0632561	3.2128273	-0.1495712
 	 	 	 	 	 	 	 	 	4.60664585	5.1057412	-0.499095350000001	5.2511105	5.40746355	-0.156353050000001
 	 	 	 	 	 	 	 	 	0.646076735	0.47772731	0.168349425	-7.02434975	-6.84808495	
 	 	 	 	 	 	 	 	 	-0.36407059	-5.0663618	4.70229121	-0.5870863	4.62524915	-5.21233545
 	 	 	 	 	 	 	 	 	-2.7837168	-2.09948115		3.7394183	2.2645004	1.4749179
 	 	 	 	 	 	 	 	 	-1.96924485	-4.0651405		0.25860001	0.376090665	-0.117490655
 	 	 	 	 	 	 	 	 	0.31126553	0.676801115	-0.365535585	3.40266465	2.33308575	1.0695789
 	 	 	 	 	 	 	 	 	0.632532175	1.57321485	-0.940682675	2.7543553	2.6785582	0.0757971000000004
 	 	 	 	 	 	 	 	 	3.1868232	3.7772285	-0.5904053	3.89657035	4.43678465	-0.5402143
 	 	 	 	 	 	 	 	 	-5.126762	-3.6002775		1.01337245	1.019599485	-0.00622703500000021
 	 	 	 	 	 	 	 	 	-5.86790395	-7.19163915		4.5453988	5.1755232	-0.630124400000001
 	 	 	 	 	 	 	 	 	-2.61988575	-5.486304		2.98341845	2.9695514	0.01386705
 	 	 	 	 	 	 	 	 	-1.9970757	-4.39500665		1.3148789	1.93354955	-0.61867065
 	 	 	 	 	 	 	 	 	-0.72414355	-6.11946435	5.3953208	2.9503005	3.05473435	-0.10443385
 	 	 	 	 	 	 	 	 	-1.7013313	-3.13947595		-1.74583708	0.10331522	-1.8491523
 	 	 	 	 	 	 	 	 	-2.45085965	-4.802236		4.7244663	4.9389528	-0.2144865
 	 	 	 	 	 	 	 	 	-5.74874965	-6.57248525		-6.7031835	-6.52691875	
 	 	 	 	 	 	 	 	 	-1.32180995	-1.732109		4.88370205	4.7560102	0.12769185
 	 	 	 	 	 	 	 	 	2.6360555	3.05384945	-0.41779395	3.37073685	3.71884765	-0.3481108
 	 	 	 	 	 	 	 	 	2.3829478	1.5938913	0.7890565	4.8335581	4.5590955	0.2744626
 	 	 	 	 	 	 	 	 	-1.7467339	-1.0335201		-0.744073635	-2.15697755	1.412903915
 	 	 	 	 	 	 	 	 	2.89074185	3.87170885	-0.980967	4.1030554	4.5442753	-0.441219900000001
 	 	 	 	 	 	 	 	 	-6.1115308	-5.9352662		2.91521515	3.23371365	-0.3184985
 	 	 	 	 	 	 	 	 	1.04079628	1.3140575	-0.27326122	3.7402885	3.7112812	0.0290073
 	 	 	 	 	 	 	 	 	-4.13573825	-3.95947345		-0.75541897	-0.291224215	-0.464194755
 	 	 	 	 	 	 	 	 	-2.4553746	-0.52538337	-1.92999123	4.63641225	4.4895943	0.14681795
 	 	 	 	 	 	 	 	 	-7.0685575	-6.96829435		2.577571	3.13704205	-0.55947105
 	 	 	 	 	 	 	 	 	1.9016496	1.09377185	0.80787775	1.9935479	3.01736125	-1.02381335
 	 	 	 	 	 	 	 	 	0.7410158	0.69614756	0.04486824	3.24791525	3.52655625	-0.278640999999999
 	 	 	 	 	 	 	 	 	4.24578635	4.8397223	-0.59393595	2.2660011	2.2760881	-0.010087
 	 	 	 	 	 	 	 	 	2.3852086	3.0847887	-0.6995801	-0.042398805	1.9827035	-2.025102305
 	 	 	 	 	 	 	 	 	4.31513545	4.5656777	-0.250542250000001	1.69843035	2.2099729	-0.51154255
 	 	 	 	 	 	 	 	 	4.36745375	4.5011704	-0.133716650000001	4.194384	3.59314135	0.60124265
 	 	 	 	 	 	 	 	 	5.28661825	4.88247935	0.4041389	-4.10577135	-3.92950665	
 	 	 	 	 	 	 	 	 	-0.8686409	-2.2570178	1.3883769	-5.5200639	-6.78828355	
 	 	 	 	 	 	 	 	 	3.317299	3.50740615	-0.19010715	4.50047065	5.0352952	-0.53482455
 	 	 	 	 	 	 	 	 	1.30872715	1.8297961	-0.52106895	-2.0913203	-0.6181285	-1.4731918
 	 	 	 	 	 	 	 	 	4.3100492	4.53635465	-0.22630545	-1.2797794	-0.30900661	-0.97077279
 	 	 	 	 	 	 	 	 	-5.9465367	-6.9222752		-0.0521537075	1.156124075	-1.2082777825
 	 	 	 	 	 	 	 	 	0.72176892	2.37949315	-1.65772423	2.2773585	4.79184605	-2.51448755
 	 	 	 	 	 	 	 	 	3.5729656	3.51626865	0.0566969500000001	-3.84992135	-3.4346333	
 	 	 	 	 	 	 	 	 	0.075680198	0.344182075	-0.268501877	-5.6351887	-6.1109271	
 	 	 	 	 	 	 	 	 	0.905173925	2.57320115	-1.668027225	1.8692127	3.10129725	-1.23208455
 	 	 	 	 	 	 	 	 	2.8447711	2.75152395	0.0932471499999998	1.4067937	0.909861565	0.496932135
 	 	 	 	 	 	 	 	 	0.02003707	-0.106302	0.12633907	-1.4139033	-0.54460925	-0.86929405
 	 	 	 	 	 	 	 	 	1.2952944	1.94441885	-0.64912445	-3.9693922	-5.98886205	
 	 	 	 	 	 	 	 	 	0.82763887	1.4254272	-0.59778833	-1.36416746	-6.0230668	
 	 	 	 	 	 	 	 	 	5.44780305	5.76945255	-0.3216495	-4.4161115	-4.239847	
 	 	 	 	 	 	 	 	 	3.0929861	3.12136625	-0.0283801499999998	3.95771515	4.3057117	-0.34799655
 	 	 	 	 	 	 	 	 	-0.017167457	0.929622885	-0.946790342	3.41792005	3.69857	-0.28064995
 	 	 	 	 	 	 	 	 	0.55120374	-0.055333515	0.606537255	1.4186342	0.583552675	0.835081525
 	 	 	 	 	 	 	 	 	4.1536604	5.5164299	-1.3627695	-0.046927035	-6.31083665	6.263909615
 	 	 	 	 	 	 	 	 	-5.6319418	-6.53167845		1.0651575	0.13408309	0.93107441
 	 	 	 	 	 	 	 	 	-0.71008128	0.7279645	-1.43804578	-2.63208355	-4.26885935	
 	 	 	 	 	 	 	 	 	2.84500275	3.29381225	-0.4488095	-4.46638215	-6.2346018	
 	 	 	 	 	 	 	 	 	0.942792025	0.562136785	0.38065524	-7.20338205	-6.8751144	
 	 	 	 	 	 	 	 	 	3.54934655	3.65249275	-0.1031462	-0.324240475	-6.2879026	5.963662125
 	 	 	 	 	 	 	 	 	2.44315685	2.2519594	0.19119745	-0.32845596	-0.5382749	0.20981894
 	 	 	 	 	 	 	 	 	-5.760084	-3.5078177		-2.3081694	-7.5739895	
 	 	 	 	 	 	 	 	 	3.02597475	3.0601846	-0.0342098500000003	2.60293065	3.00954745	-0.4066168
 	 	 	 	 	 	 	 	 	5.6547743	5.6560806	-0.00130630000000043	3.1130213	2.5910461	0.5219752
 	 	 	 	 	 	 	 	 	5.10393615	4.3342693	0.76966685	2.872566	0.4147502	2.4578158
 	 	 	 	 	 	 	 	 	2.98105255	3.1440283	-0.16297575	-6.5633328	-4.01858565	
 	 	 	 	 	 	 	 	 	1.8936687	1.51827775	0.37539095	-4.64140665	-5.494589	
 	 	 	 	 	 	 	 	 	-4.82804335	-6.59626375		-1.79558335	-1.029549135	
 	 	 	 	 	 	 	 	 	1.29942555	1.2869941	0.01243145	6.84901025	6.68912875	0.1598815
 	 	 	 	 	 	 	 	 	-1.12224795	-1.41078853		3.9495086	3.8539783	0.0955302999999996
 	 	 	 	 	 	 	 	 	0.63979858	0.34848344	0.29131514	3.918977	4.639955	-0.720978000000001
 	 	 	 	 	 	 	 	 	2.03948315	1.7573524	0.28213075	3.1086059	3.31465615	-0.20605025
 	 	 	 	 	 	 	 	 	1.7751666	1.4362907	0.3388759	2.69411335	3.7729679	-1.07885455
 	 	 	 	 	 	 	 	 	2.53279715	2.39056175	0.1422354	4.6747705	5.1975078	-0.5227373
 	 	 	 	 	 	 	 	 	2.36552585	2.7613419	-0.39581605	-6.6363415	-6.46007655	
 	 	 	 	 	 	 	 	 	0.46266955	-0.870026675	1.332696225	1.5036324	1.6938187	-0.1901863
 	 	 	 	 	 	 	 	 	-0.4590540055	-2.05279935	1.5937453445	5.47372075	6.1517682	-0.678047449999999
 	 	 	 	 	 	 	 	 	3.5783728	4.9768807	-1.3985079	1.62477395	1.85738515	-0.2326112
 	 	 	 	 	 	 	 	 	2.95315455	2.3822193	0.57093525	-6.9597671	-6.78350225	
 	 	 	 	 	 	 	 	 	-7.829985	-7.65372015		3.63970265	4.8927302	-1.25302755
 	 	 	 	 	 	 	 	 	-6.88145395	-6.7051895		2.54996395	1.33765615	1.2123078
 	 	 	 	 	 	 	 	 	0.24983822	1.55823205	-1.30839383	-2.5631496	-0.148800057	-2.414349543
 	 	 	 	 	 	 	 	 	2.7829282	3.52028135	-0.73735315	1.0121078	0.609096028	0.403011772
 	 	 	 	 	 	 	 	 	4.2044247	4.1106238	0.0938009000000006	-6.06820585	-5.967943	
 	 	 	 	 	 	 	 	 	-4.426124	-6.19434325		-4.8507935	-4.67452885	
 	 	 	 	 	 	 	 	 	4.78282285	4.6059449	0.17687795	-5.03025135	-4.8539867	
 	 	 	 	 	 	 	 	 	0.90599223	3.14938435	-2.24339212	-3.7588978	-4.9714367	
 	 	 	 	 	 	 	 	 	1.3730819	1.278746615	0.0943352849999999	-4.71741575	-3.5966669	
 	 	 	 	 	 	 	 	 	-0.32325356	-0.359495775	0.036242215	-0.1824445	0.309921195	-0.492365695
 	 	 	 	 	 	 	 	 	1.53554105	1.19811015	0.3374309	-2.7201735	-3.6728079	
 	 	 	 	 	 	 	 	 	-0.424467115	1.9831909	-2.407658015	-0.69189722	1.23952215	-1.93141937
 	 	 	 	 	 	 	 	 	-0.6757445	-1.23624895	0.56050445	1.58300465	2.19849505	-0.6154904
 	 	 	 	 	 	 	 	 	2.4123112	2.19007745	0.22223375	3.11972885	2.6990712	0.42065765
 	 	 	 	 	 	 	 	 	4.6046552	5.14510865	-0.540453449999999	3.7929342	3.91835165	-0.12541745
 	 	 	 	 	 	 	 	 	-6.7012751	-6.52501025		-4.8551564	-5.254893	
 	 	 	 	 	 	 	 	 	2.2877495	3.4316145	-1.143865	2.9004314	3.2488753	-0.3484439
 	 	 	 	 	 	 	 	 	0.57020343	-0.36472813	0.93493156	-0.10963752	-0.0813843	-0.02825322
 	 	 	 	 	 	 	 	 	6.81782765	6.92138585	-0.1035582	1.044583835	2.93698595	-1.892402115
 	 	 	 	 	 	 	 	 	7.5423575	7.44508195	0.09727555	0.90763585	0.752450915	0.155184935
 	 	 	 	 	 	 	 	 	1.4575498	1.42729425	0.0302555499999999	2.83565915	2.68875565	0.1469035
 	 	 	 	 	 	 	 	 	5.1776985	4.16107155	1.01662695	2.1240181	2.40513425	-0.28111615
 	 	 	 	 	 	 	 	 	4.12201915	4.2686985	-0.14667935	2.57824765	3.1832118	-0.60496415
 	 	 	 	 	 	 	 	 	-6.7069925	-6.53072775		-0.0704573	-0.62241108	0.55195378
 	 	 	 	 	 	 	 	 	0.51691038	0.272686555	0.244223825	-6.7403647	-5.4880985	
 	 	 	 	 	 	 	 	 	2.7440085	4.0345378	-1.2905293	3.6079024	-1.07715655	4.68505895
 	 	 	 	 	 	 	 	 	5.52081365	5.5984082	-0.0775945499999997	-2.7225952	0.72140439	-3.44399959
 	 	 	 	 	 	 	 	 	3.226783	3.57840155	-0.35161855	2.6826713	3.30009895	-0.61742765
 	 	 	 	 	 	 	 	 	3.77517965	4.5828555	-0.80767585	0.095175433	-4.45003165	4.545207083
 	 	 	 	 	 	 	 	 	5.08661055	5.4738955	-0.38728495	-1.20547105	-4.8522222	
 	 	 	 	 	 	 	 	 	-1.49090865	-2.6848035		-1.16298435	-4.52512715	
 	 	 	 	 	 	 	 	 	-3.19457225	-3.37355435		0.9214066	2.25198875	-1.33058215
 	 	 	 	 	 	 	 	 	1.7003438	3.16177725	-1.46143345	-3.34968495	1.34612255	-4.6958075
 	 	 	 	 	 	 	 	 	0.32629842	0.92782197	-0.60152355	-2.22647375	0.50197017	-2.72844392
 	 	 	 	 	 	 	 	 	2.08272225	2.0730966	0.00962564999999982	0.765378185	-1.42670565	2.192083835
 	 	 	 	 	 	 	 	 	1.8374197	3.47055055	-1.63313085	-2.8486506	-1.2813593	
 	 	 	 	 	 	 	 	 	2.6086799	3.57266675	-0.96398685	4.10177535	3.0644412	1.03733415
 	 	 	 	 	 	 	 	 	-0.067723612	0.0900279035	-0.1577515155	-6.53009965	-7.4387978	
 	 	 	 	 	 	 	 	 	-3.40211435	0.693122	-4.09523635	4.6129095	5.07883035	-0.46592085
 	 	 	 	 	 	 	 	 	-1.3587474	-6.800224		-0.59193636	-0.03859675	-0.55333961
 	 	 	 	 	 	 	 	 	1.1950547	0.983532175	0.211522525	-1.7252302	-2.06643235	
 	 	 	 	 	 	 	 	 	1.3548596	1.9440818	-0.5892222	-0.411502635	0.467724525	-0.87922716
 	 	 	 	 	 	 	 	 	-3.4617203	-2.3781504		1.4181565	0.734033025	0.684123475
 	 	 	 	 	 	 	 	 	1.96254575	0.2804447185	1.6821010315	1.5670295	0.570254145	0.996775355
 	 	 	 	 	 	 	 	 	-4.5108863	-5.779106		-5.6722397	-6.1479776	
 	 	 	 	 	 	 	 	 	2.4019084	1.7668572	0.6350512	-2.85622465	-4.24871165	
 	 	 	 	 	 	 	 	 	4.45208085	1.15537845	3.2967024	0.27522458	0.85204273	-0.57681815
 	 	 	 	 	 	 	 	 	-3.86552385	-5.42622445		1.8780939	2.237633	-0.3595391
 	 	 	 	 	 	 	 	 	-4.5315912	-4.431328		3.2456766	3.9326868	-0.6870102
 	 	 	 	 	 	 	 	 	5.4199166	5.791996	-0.3720794	0.67235532	1.12864685	-0.45629153
 	 	 	 	 	 	 	 	 	3.43423475	3.0891945	0.34504025	-4.9457309	-4.76946615	
 	 	 	 	 	 	 	 	 	0.423855685	1.37316775	-0.949312065	-4.9278895	-4.1756234	
 	 	 	 	 	 	 	 	 	-0.534889505	2.37863265	-2.913522155	-4.9392688	-4.763004	
 	 	 	 	 	 	 	 	 	-1.4249519	0.47566607	-1.90061797	-5.04085395	-4.864589	
 	 	 	 	 	 	 	 	 	-2.16270075	-1.75672025		-4.91312645	-4.73686165	
 	 	 	 	 	 	 	 	 	0.5024691	0.0269602	0.4755089	-5.0010741	-4.8248095	
 	 	 	 	 	 	 	 	 	-6.24566635	-6.5694015		-1.35386055	-1.2609207	
 	 	 	 	 	 	 	 	 	-3.4807608	-0.69588065	-2.78488015	-5.19119595	-3.36292815	
 	 	 	 	 	 	 	 	 	-0.57509629	-1.83755505	1.26245876	-5.3186519	-4.4903841	
 	 	 	 	 	 	 	 	 	-1.18927705	-4.2976781		-3.25477065	-1.46730965	
 	 	 	 	 	 	 	 	 	-2.41315625	-0.9814105	-1.43174575	-4.9617613	-4.78549645	
 	 	 	 	 	 	 	 	 	-3.2982206	-6.1865975		-4.99329665	-4.81703175	
 	 	 	 	 	 	 	 	 	-7.346391	-7.0941248		-5.9939838	-5.8937204	
 	 	 	 	 	 	 	 	 	-4.7426903	-7.9926475		-4.999522	-4.82325715	
 	 	 	 	 	 	 	 	 	-0.934105925	-6.10196615	5.167860225	-5.2756965	-5.0994318	
 	 	 	 	 	 	 	 	 	-0.19805513	-4.03046535	3.83241022	-5.1072135	-4.9309485	
 	 	 	 	 	 	 	 	 	-2.7513123	-7.1524565		-4.9948555	-4.24258925	
 	 	 	 	 	 	 	 	 	-1.6529624	0.295068905	-1.948031305	-3.1678933	-2.99162865	
 	 	 	 	 	 	 	 	 	0.650255755	-1.43427975	2.084535505	-5.7583725	-5.5821078	
 	 	 	 	 	 	 	 	 	-4.45252995	-0.941822465	-3.510707485	-3.54224755	-2.45657225	
 	 	 	 	 	 	 	 	 	-4.0666909	-4.6961435		-4.41145015	-4.23518535	
 	 	 	 	 	 	 	 	 	-0.627798455	0.27276128	-0.900559735	-3.8088723	-3.63260755	
 	 	 	 	 	 	 	 	 	-0.242791565	0.5514609	-0.794252465	5.10161185	4.771286	0.330325849999999
 	 	 	 	 	 	 	 	 	-5.9847107	-6.8084455		1.47432475	1.43796685	0.0363579000000001
 	 	 	 	 	 	 	 	 	-0.645588885	0.94119075	-1.586779635	-0.115033825	0.547352015	-0.66238584
 	 	 	 	 	 	 	 	 	-1.7137102	-1.26056235		3.76401785	3.476699	0.28731885
 	 	 	 	 	 	 	 	 	2.39261615	4.0342842	-1.64166805	4.8926015	4.70199785	0.19060365
 	 	 	 	 	 	 	 	 	-1.7361037	0.49918887	-2.23529257	0.67209205	0.881668	-0.20957595
 	 	 	 	 	 	 	 	 	-2.50875415	-3.3963062		2.7448896	2.8623203	-0.1174307
 	 	 	 	 	 	 	 	 	-1.40506225	-3.5507257		-0.558436635	-6.3752334	5.816796765
 	 	 	 	 	 	 	 	 	0.98028545	0.83301758	0.14726787	-3.29067805	-3.3219322	
 	 	 	 	 	 	 	 	 	-0.92245605	3.0397706	-3.96222665	1.32344465	3.22370305	-1.9002584
 	 	 	 	 	 	 	 	 	0.0712956	-6.01220915	6.08350475	-1.70690125	-5.5765908	
 	 	 	 	 	 	 	 	 	3.715642	3.6934605	0.0221814999999994	-1.112212615	0.05697305	-1.169185665
 	 	 	 	 	 	 	 	 	1.0613658	0.22643913	0.83492667	-1.43222715	4.32041315	-5.7526403
 	 	 	 	 	 	 	 	 	-5.84475565	-5.66849075		1.3135192	3.5109857	-2.1974665
 	 	 	 	 	 	 	 	 	0.9821339	0.9853495	-0.0032156000000001	-4.9241642	-6.22757885	
 	 	 	 	 	 	 	 	 	1.83128995	1.22570493	0.60558502	-3.83347415	-3.6572094	
 	 	 	 	 	 	 	 	 	0.65210221	-0.02344188	0.67554409	-4.2586989	-4.95091735	
 	 	 	 	 	 	 	 	 	4.0612409	3.94145215	0.11978875	-3.7773113	-3.4197615	
