TS_REDE_es_mean	TS_REDE_ts_mean	TS_REDE_Rel_exp	TS_NEDE_es_mean	TS_NEDE_ts_mean	TS_NEDE_Rel_exp	TS_nonEnhTE_es_mean	TS_nonEnhTE_ts_mean	TS_nonEnhTE_Rel_exp	No_TS_Enh_es_mean	No_TS_Enh_ts_mean	No_TS_Enh_Rel_exp	es_mean	ts_mean	Rel_exp
 	 	 	 	 	 	 	 	 	1.4054391	2.59900165	-1.19356255	-0.581568975	-0.0449954905	-0.5365734845
 	 	 	 	 	 	 	 	 	-4.81665085	-5.216388		-5.48499835	-5.38473525	
 	 	 	 	 	 	 	 	 	1.0700072	2.0015604	-0.9315532	-7.14736515	-6.97110055	
 	 	 	 	 	 	 	 	 	-0.31774622	-0.83421192	0.5164657	-5.75311	-5.65284655	
 	 	 	 	 	 	 	 	 	1.7567473	2.47802245	-0.72127515	1.4329681	1.89276895	-0.45980085
 	 	 	 	 	 	 	 	 	-1.2410004	-6.88666415		-2.02508405	1.37803963	-3.40312368
 	 	 	 	 	 	 	 	 	-4.65938255	-5.983118		2.65142585	2.7088898	-0.0574639499999998
 	 	 	 	 	 	 	 	 	0.242840717	1.63108085	-1.388240133	1.4514254	2.96594095	-1.51451555
 	 	 	 	 	 	 	 	 	-0.41247219	1.0278929	-1.44036509	-4.62782715	-4.45156275	
 	 	 	 	 	 	 	 	 	-3.7092893	-3.8789636		-3.7879871	-4.18772425	
 	 	 	 	 	 	 	 	 	1.00111663	-1.01371212	2.01482875	-7.3378179	-7.16155315	
 	 	 	 	 	 	 	 	 	0.331205015	-0.68750703	1.018712045	-4.5683473	-4.39208245	
 	 	 	 	 	 	 	 	 	1.9289302	1.6303683	0.2985619	-3.7693437	-3.5930791	
 	 	 	 	 	 	 	 	 	0.392395775	0.917787915	-0.52539214	-4.15409825	-3.90183175	
 	 	 	 	 	 	 	 	 	1.1885432	1.24884995	-0.0603067500000001	-5.4136115	-4.661345	
 	 	 	 	 	 	 	 	 	-0.21483212	2.0053164	-2.22014852	-5.6547015	-5.4784365	
 	 	 	 	 	 	 	 	 	6.417	5.6867365	0.7302635	-4.46191535	-4.2856505	
 	 	 	 	 	 	 	 	 	-5.87630125	-6.12403515		-4.7117397	-4.535475	
 	 	 	 	 	 	 	 	 	-5.2439899	-6.01220915		-6.37120825	-6.19494315	
 	 	 	 	 	 	 	 	 	2.6064892	4.0690223	-1.4625331	-5.9473924	-5.8471293	
 	 	 	 	 	 	 	 	 	-0.292870155	0.1381306025	-0.4310007575	-4.6172669	-5.09300545	
 	 	 	 	 	 	 	 	 	1.5418342	3.86810945	-2.32627525	-5.3322799	-5.0800135	
 	 	 	 	 	 	 	 	 	0.8841407	1.524901	-0.6407603	-5.0088097	-3.9640621	
 	 	 	 	 	 	 	 	 	1.0571466	0.93283015	0.12431645	-5.102905	-5.00264145	
 	 	 	 	 	 	 	 	 	-0.79333073	-5.19494375	4.40161302	-3.19604435	-4.903136	
 	 	 	 	 	 	 	 	 	-5.5258495	-5.34958485		-5.84042685	-5.6641624	
 	 	 	 	 	 	 	 	 	-5.7022295	-3.57251965		-6.62430675	-6.44804215	
 	 	 	 	 	 	 	 	 	-2.1993071	-7.56572555		-6.79403115	-6.541765	
 	 	 	 	 	 	 	 	 	3.53568245	3.05242135	0.4832611	-0.6084707	-1.29343895	0.68496825
 	 	 	 	 	 	 	 	 	-6.7893519	-5.5370855		-5.6664865	-4.9142201	
 	 	 	 	 	 	 	 	 	1.7896714	2.27713405	-0.48746265	-5.53015615	-5.3538916	
 	 	 	 	 	 	 	 	 	2.40617525	4.4137815	-2.00760625	1.78968095	1.59543365	0.1942473
 	 	 	 	 	 	 	 	 	0.32122099	-0.777721385	1.098942375	-6.255681	-6.07941655	
 	 	 	 	 	 	 	 	 	-2.94030205	-1.9818061		-6.1201265	-5.9438618	
 	 	 	 	 	 	 	 	 	-3.11841765	-2.59990385		-0.1070722115	-0.57360138	0.4665291685
 	 	 	 	 	 	 	 	 	-4.47448375	-2.7497885		-7.267014	-7.0147478	
 	 	 	 	 	 	 	 	 	-5.300101	-5.9163177		-1.5352417	-5.67194425	
 	 	 	 	 	 	 	 	 	-5.3968445	-6.29658125		2.98476515	2.76315335	0.2216118
 	 	 	 	 	 	 	 	 	1.38400165	1.2087223	0.17527935	1.4697699	2.5933134	-1.1235435
 	 	 	 	 	 	 	 	 	0.41192695	0.90939368	-0.49746673	-0.662907065	-1.73256895	1.069661885
 	 	 	 	 	 	 	 	 	-5.34822135	-5.1719565		-0.737021445	-0.2505134	-0.486508045
 	 	 	 	 	 	 	 	 	7.0266628	8.398188	-1.3715252	-2.2894118	-5.76655745	
 	 	 	 	 	 	 	 	 	4.38314015	3.06997155	1.3131686	-6.44547915	-6.2692144	
 	 	 	 	 	 	 	 	 	6.5605048	5.54786515	1.01263965	-0.485513875	-1.54453525	1.059021375
 	 	 	 	 	 	 	 	 	-4.58913565	-4.41287075		-0.356932105	-2.84830545	2.491373345
 	 	 	 	 	 	 	 	 	1.69244335	1.71980225	-0.0273589000000001	0.79149958	0.053073689	0.738425891
 	 	 	 	 	 	 	 	 	-2.01033935	-3.4698727		-0.44593838	-0.4628851815	0.0169468015
 	 	 	 	 	 	 	 	 	-5.79283185	-5.616567		-1.35321785	-2.48769725	
 	 	 	 	 	 	 	 	 	-4.41145015	-4.23518535		0.23016312	0.27464342	-0.0444803
 	 	 	 	 	 	 	 	 	-4.0558011	-0.674840935	-3.380960165	1.81928445	1.36665355	0.4526309
 	 	 	 	 	 	 	 	 	-1.70002215	-5.110596		-4.78720425	-2.66645515	
 	 	 	 	 	 	 	 	 	-1.3787038	-2.3526673		2.3112517	-0.467153785	2.778405485
 	 	 	 	 	 	 	 	 	-5.377197	-5.12493115		-4.1203153	-4.006816	
 	 	 	 	 	 	 	 	 	2.9468682	2.5357392	0.411129	-2.66299855	-4.16198235	
 	 	 	 	 	 	 	 	 	-5.70106325	-6.60079985		-5.3186519	-3.90542165	
 	 	 	 	 	 	 	 	 	-6.2871915	-6.2629306		-6.1368508	-4.48090715	
 	 	 	 	 	 	 	 	 	1.1141024	3.27788115	-2.16377875	-4.4505999	-3.69833375	
 	 	 	 	 	 	 	 	 	-3.43493325	-4.26316285		-6.06257135	-5.3103052	
 	 	 	 	 	 	 	 	 	-6.4241752	-7.39991355		-0.675153315	-1.0921367	0.416983385
 	 	 	 	 	 	 	 	 	-6.3325273	-3.28778005		0.091766562	0.6299358	-0.538169238
 	 	 	 	 	 	 	 	 	-2.0018684	-1.45659875		-7.0072657	-4.38651695	
 	 	 	 	 	 	 	 	 	0.02520448	-6.4735858	6.49879028	1.52371825	2.4654846	-0.94176635
 	 	 	 	 	 	 	 	 	1.23481935	1.5156193	-0.28079995	-3.3120675	-3.29826805	
 	 	 	 	 	 	 	 	 	1.28441155	1.2887817	-0.00437014999999974	0.498290195	1.1676063	-0.669316105
 	 	 	 	 	 	 	 	 	-3.3690983	-2.90035215		5.57561445	6.1982086	-0.62259415
 	 	 	 	 	 	 	 	 	0.6241212	4.25411265	-3.62999145	0.458420257	2.43893395	-1.980513693
 	 	 	 	 	 	 	 	 	1.1344029	2.38649765	-1.25209475	2.77388025	4.084165	-1.31028475
 	 	 	 	 	 	 	 	 	2.72222245	1.69267535	1.0295471	3.5103855	2.95856475	0.55182075
 	 	 	 	 	 	 	 	 	-0.73988305	-0.19824809	-0.54163496	2.0186697	3.23904875	-1.22037905
 	 	 	 	 	 	 	 	 	4.5265125	5.06560215	-0.53908965	3.43705365	3.80833815	-0.3712845
 	 	 	 	 	 	 	 	 	3.81410505	3.17523235	0.6388727	0.8712175	-4.43765055	5.30886805
 	 	 	 	 	 	 	 	 	-3.7767033	-5.544923		-0.459522035	0.831065865	-1.2905879
 	 	 	 	 	 	 	 	 	1.28550635	1.5110009	-0.22549455	-2.5748476	-5.2666148	
 	 	 	 	 	 	 	 	 	1.1312046	0.953822225	0.177382375	-1.33051955	-2.0681645	
 	 	 	 	 	 	 	 	 	-6.41320015	-6.23693535		-6.8032957	-8.419512	
 	 	 	 	 	 	 	 	 	3.93133165	3.89359245	0.0377392000000003	0.079753845	1.1762503	-1.096496455
 	 	 	 	 	 	 	 	 	3.86863805	3.5619625	0.30667555	-0.89836923	1.7699419	-2.66831113
 	 	 	 	 	 	 	 	 	-4.5831199	-3.5031778		-5.6851322	-3.2367071	
 	 	 	 	 	 	 	 	 	1.6181575	2.6060871	-0.9879296	-6.1689718	-2.79274165	
 	 	 	 	 	 	 	 	 	4.10184905	4.749617	-0.64776795	3.3230132	3.4255892	-0.102576
 	 	 	 	 	 	 	 	 	-1.78246625	-1.1224122		-2.03329465	-0.94560895	-1.0876857
 	 	 	 	 	 	 	 	 	-0.205784975	2.8225757	-3.028360675	3.82117575	4.67360675	-0.852431
 	 	 	 	 	 	 	 	 	0.8544942	1.8560343	-1.0015401	-4.29733425	-4.12106915	
 	 	 	 	 	 	 	 	 	2.4350858	2.9993341	-0.5642483	-6.8053235	-6.6290586	
 	 	 	 	 	 	 	 	 	-0.149377103	-2.2479001	2.098522997	1.6969073	0.752133125	0.944774175
 	 	 	 	 	 	 	 	 	0.388640835	1.37846975	-0.989828915	3.40352	3.821037	-0.417517
 	 	 	 	 	 	 	 	 	-1.1418776	4.64624435	-5.78812195	1.8120888	1.6075039	0.2045849
 	 	 	 	 	 	 	 	 	-5.503027	-5.3267623		-7.07109435	-6.8948295	
 	 	 	 	 	 	 	 	 	-6.7193029	-6.54303815		-3.6696501	-3.56938695	
 	 	 	 	 	 	 	 	 	-4.49113655	-2.6846082		-3.64568325	3.0217815	-6.66746475
 	 	 	 	 	 	 	 	 	-0.416022285	0.6394110845	-1.0554333695	-3.0004327	-5.2908497	
 	 	 	 	 	 	 	 	 	-5.5916103	-5.991347		5.67620525	5.7440005	-0.0677952499999996
 	 	 	 	 	 	 	 	 	1.34792765	3.2149701	-1.86704245	-4.46334245	-4.8630792	
 	 	 	 	 	 	 	 	 	-7.11476035	-6.9384954		-5.8643384	-5.6880735	
 	 	 	 	 	 	 	 	 	-2.6790701	-3.7540556		-2.96371745	-0.2437213	-2.71999615
 	 	 	 	 	 	 	 	 	-3.11038505	0.32088127	-3.43126632	4.7104148	4.3338351	0.376579700000001
 	 	 	 	 	 	 	 	 	-4.47343015	-6.77684425		2.31192205	3.0552517	-0.74332965
 	 	 	 	 	 	 	 	 	2.7831172	3.247651	-0.4645338	4.02683035	3.69279765	0.3340327
 	 	 	 	 	 	 	 	 	-1.56124565	-7.50530315		4.40247185	4.4375665	-0.0350946500000004
 	 	 	 	 	 	 	 	 	1.36142755	2.19185495	-0.8304274	0.63815615	-2.47477795	3.1129341
 	 	 	 	 	 	 	 	 	5.8005065	5.84393785	-0.0434313499999996	1.2413455	1.14261175	0.0987337500000001
 	 	 	 	 	 	 	 	 	-6.6583102	-6.558047		0.47767263	1.4195603	-0.94188767
 	 	 	 	 	 	 	 	 	0.080610193	1.3231503	-1.242540107	-7.2442582	-7.0679934	
 	 	 	 	 	 	 	 	 	-7.24793125	-5.7031835		-1.16471245	-1.5009168	
 	 	 	 	 	 	 	 	 	1.3917783	-6.72358335	8.11536165	0.111850618	-0.055347145	0.167197763
 	 	 	 	 	 	 	 	 	-0.018044125	0.34357823	-0.361622355	0.1661996	-1.13302733	1.29922693
 	 	 	 	 	 	 	 	 	2.8369223	2.8524783	-0.0155560000000001	1.38661035	0.143278475	1.243331875
 	 	 	 	 	 	 	 	 	3.8702368	4.6104265	-0.7401897	1.6840384	1.42604185	0.25799655
 	 	 	 	 	 	 	 	 	4.100541	4.84008815	-0.73954715	0.618547645	1.025912565	-0.40736492
 	 	 	 	 	 	 	 	 	0.34188743	-3.57357665	3.91546408	-0.6724846	-0.92746819	0.25498359
 	 	 	 	 	 	 	 	 	-2.71720005	-1.75999585		-0.62502551	-0.1323871675	-0.4926383425
 	 	 	 	 	 	 	 	 	3.2045252	3.16286075	0.0416644499999999	2.3317151	2.8004454	-0.4687303
 	 	 	 	 	 	 	 	 	4.601107	2.88949085	1.71161615	2.7287379	1.8625786	0.8661593
 	 	 	 	 	 	 	 	 	0.32769168	3.8501493	-3.52245762	-6.1617347	-5.98547	
 	 	 	 	 	 	 	 	 	1.13987375	1.4959835	-0.35610975	2.4190307	2.33662035	0.08241035
 	 	 	 	 	 	 	 	 	1.8158185	2.5124262	-0.6966077	4.6285922	5.8417435	-1.2131513
 	 	 	 	 	 	 	 	 	0.318061805	1.4601576	-1.142095795	3.39198165	3.49135615	-0.0993744999999997
 	 	 	 	 	 	 	 	 	-2.0600686	-3.7131739		2.2223717	2.4810417	-0.25867
 	 	 	 	 	 	 	 	 	4.412253	4.4063537	0.00589929999999939	0.046200045	-3.56058695	3.606786995
 	 	 	 	 	 	 	 	 	1.30365425	1.212151	0.0915032500000001	4.06383405	3.6458126	0.41802145
 	 	 	 	 	 	 	 	 	0.60330655	-2.6223272865	3.2256338365	1.3063123	0.93826498	0.36804732
 	 	 	 	 	 	 	 	 	-6.0513788	-5.87511415		3.3524412	3.65918805	-0.30674685
 	 	 	 	 	 	 	 	 	-5.7333782	-5.5571134		2.4853065	1.7650715	0.720235
 	 	 	 	 	 	 	 	 	-6.11224885	-5.93598425		5.0673905	4.4913557	0.5760348
 	 	 	 	 	 	 	 	 	-5.3530915	-5.1768268		1.05470175	1.445108	-0.39040625
 	 	 	 	 	 	 	 	 	-5.2287755	-5.052511		-0.60743174	-7.6824696	7.07503786
 	 	 	 	 	 	 	 	 	-5.7583725	-5.5821078		2.4666462	1.75792105	0.70872515
 	 	 	 	 	 	 	 	 	-6.96056515	-6.78430055		3.68369815	3.20462775	0.4790704
 	 	 	 	 	 	 	 	 	-6.17065425	-5.9943898		2.28779155	2.40232895	-0.1145374
 	 	 	 	 	 	 	 	 	-6.0111225	-4.7588561		2.3489997	3.81180825	-1.46280855
 	 	 	 	 	 	 	 	 	-5.09854765	-5.705803		0.040418917	-8.6492375	8.689656417
 	 	 	 	 	 	 	 	 	-5.8168255	-5.64056085		-2.7888495	-4.41993965	
 	 	 	 	 	 	 	 	 	-5.84475565	-5.66849075		-3.09526515	-1.8541166	
 	 	 	 	 	 	 	 	 	-6.6157205	-5.8634543		-4.8141795	-4.63791445	
 	 	 	 	 	 	 	 	 	3.1761438	3.7861835	-0.6100397	-3.9344032	-3.75813845	
 	 	 	 	 	 	 	 	 	4.879243	4.3159055	0.5633375	1.4054391	2.59900165	-1.19356255
 	 	 	 	 	 	 	 	 	2.64113335	2.02271005	0.6184233	-4.81665085	-5.216388	
 	 	 	 	 	 	 	 	 	1.26104955	1.80477525	-0.5437257	1.0700072	2.0015604	-0.9315532
 	 	 	 	 	 	 	 	 	3.76358375	3.45669115	0.3068926	-0.31774622	-0.83421192	0.5164657
 	 	 	 	 	 	 	 	 	3.3030995	1.918588	1.3845115	1.7567473	2.47802245	-0.72127515
 	 	 	 	 	 	 	 	 	1.72073675	0.930267775	0.790468975	-1.2410004	-6.88666415	
 	 	 	 	 	 	 	 	 	2.66824735	3.20349015	-0.5352428	-4.65938255	-5.983118	
 	 	 	 	 	 	 	 	 	4.7220193	4.22621	0.495809299999999	0.242840717	1.63108085	-1.388240133
 	 	 	 	 	 	 	 	 	3.76373445	3.73387535	0.0298590999999999	-0.41247219	1.0278929	-1.44036509
 	 	 	 	 	 	 	 	 	3.8083429	3.8867601	-0.0784172000000005	-3.7092893	-3.8789636	
 	 	 	 	 	 	 	 	 	2.68975625	2.65172495	0.0380313000000001	1.00111663	-1.01371212	2.01482875
 	 	 	 	 	 	 	 	 	-2.25228275	-0.18426077	-2.06802198	0.331205015	-0.68750703	1.018712045
 	 	 	 	 	 	 	 	 	1.76871645	1.5004541	0.26826235	1.9289302	1.6303683	0.2985619
 	 	 	 	 	 	 	 	 	1.8595527	1.80654375	0.0530089500000002	0.392395775	0.917787915	-0.52539214
 	 	 	 	 	 	 	 	 	2.17403725	1.9908185	0.18321875	1.1885432	1.24884995	-0.0603067500000001
 	 	 	 	 	 	 	 	 	1.66401735	2.9098469	-1.24582955	-0.21483212	2.0053164	-2.22014852
 	 	 	 	 	 	 	 	 	1.84922425	2.50534345	-0.6561192	6.417	5.6867365	0.7302635
 	 	 	 	 	 	 	 	 	1.5100906	1.44663555	0.06345505	-5.87630125	-6.12403515	
 	 	 	 	 	 	 	 	 	5.56876435	4.99590565	0.5728587	-5.2439899	-6.01220915	
 	 	 	 	 	 	 	 	 	3.3274306	3.87298035	-0.54554975	2.6064892	4.0690223	-1.4625331
 	 	 	 	 	 	 	 	 	3.0076357	2.8176699	0.1899658	-0.292870155	0.1381306025	-0.4310007575
 	 	 	 	 	 	 	 	 	-0.40464196	0.82924235	-1.23388431	1.5418342	3.86810945	-2.32627525
 	 	 	 	 	 	 	 	 	0.912524135	2.7113795	-1.798855365	0.8841407	1.524901	-0.6407603
 	 	 	 	 	 	 	 	 	-2.7578218	-0.82765987	-1.93016193	1.0571466	0.93283015	0.12431645
 	 	 	 	 	 	 	 	 	2.3702871	2.63692705	-0.26663995	-0.79333073	-5.19494375	4.40161302
 	 	 	 	 	 	 	 	 	2.09996565	1.06218575	1.0377799	-5.5258495	-5.34958485	
 	 	 	 	 	 	 	 	 	-6.5766987	-6.4004338		-5.7022295	-3.57251965	
 	 	 	 	 	 	 	 	 	0.807724865	0.54683095	0.260893915	-2.1993071	-7.56572555	
 	 	 	 	 	 	 	 	 	-2.7750241	-7.3402195		3.53568245	3.05242135	0.4832611
 	 	 	 	 	 	 	 	 	2.02655355	1.52834415	0.4982094	-6.7893519	-5.5370855	
 	 	 	 	 	 	 	 	 	2.3673682	2.10538215	0.26198605	1.7896714	2.27713405	-0.48746265
 	 	 	 	 	 	 	 	 	0.9922027	-1.1222584	2.1144611	3.5299709	2.5003168	1.0296541
 	 	 	 	 	 	 	 	 	1.49122635	2.07895105	-0.5877247	2.40617525	4.4137815	-2.00760625
 	 	 	 	 	 	 	 	 	6.012711	7.037264	-1.024553	0.32122099	-0.777721385	1.098942375
 	 	 	 	 	 	 	 	 	-4.32292715	-8.847813		-2.94030205	-1.9818061	
 	 	 	 	 	 	 	 	 	-6.5683475	-5.81608105		-3.11841765	-2.59990385	
 	 	 	 	 	 	 	 	 	-4.8229815	-4.64671685		-4.47448375	-2.7497885	
 	 	 	 	 	 	 	 	 	-4.03202045	-2.14502365		-5.300101	-5.9163177	
 	 	 	 	 	 	 	 	 	2.4951919	5.24467945	-2.74948755	-5.3968445	-6.29658125	
 	 	 	 	 	 	 	 	 	-4.91312645	-4.73686165		1.38400165	1.2087223	0.17527935
 	 	 	 	 	 	 	 	 	3.8647119	3.16774725	0.69696465	0.41192695	0.90939368	-0.49746673
 	 	 	 	 	 	 	 	 	2.9254676	4.0520625	-1.1265949	-5.34822135	-5.1719565	
 	 	 	 	 	 	 	 	 	1.8024278	0.798798475	1.003629325	7.0266628	8.398188	-1.3715252
 	 	 	 	 	 	 	 	 	-0.58654175	-0.066194559	-0.520347191	4.38314015	3.06997155	1.3131686
 	 	 	 	 	 	 	 	 	-6.8848213	-6.70855645		6.5605048	5.54786515	1.01263965
 	 	 	 	 	 	 	 	 	-3.01155805	-3.1350242		-4.58913565	-4.41287075	
 	 	 	 	 	 	 	 	 	0.346720475	0.70997265	-0.363252175	1.69244335	1.71980225	-0.0273589000000001
 	 	 	 	 	 	 	 	 	1.1047231	0.17078009	0.93394301	-2.01033935	-3.4698727	
 	 	 	 	 	 	 	 	 	1.3305261	0.931059765	0.399466335	-5.79283185	-5.616567	
 	 	 	 	 	 	 	 	 	0.39996146	0.610996665	-0.211035205	-4.41145015	-4.23518535	
 	 	 	 	 	 	 	 	 	2.4686395	2.35999075	0.10864875	-4.0558011	-0.674840935	-3.380960165
 	 	 	 	 	 	 	 	 	0.5549747	0.322180005	0.232794695	-1.70002215	-5.110596	
 	 	 	 	 	 	 	 	 	-6.5538335	-6.45357015		-1.3787038	-2.3526673	
 	 	 	 	 	 	 	 	 	-0.2577261765	0.517667425	-0.7753936015	-5.377197	-5.12493115	
 	 	 	 	 	 	 	 	 	7.1039841	7.494821	-0.3908369	2.9468682	2.5357392	0.411129
 	 	 	 	 	 	 	 	 	3.66255295	3.42137345	0.2411795	-5.70106325	-6.60079985	
 	 	 	 	 	 	 	 	 	0.84057668	2.123927	-1.28335032	-6.2871915	-6.2629306	
 	 	 	 	 	 	 	 	 	2.07466975	3.7395238	-1.66485405	1.1141024	3.27788115	-2.16377875
 	 	 	 	 	 	 	 	 	2.81437965	4.3494986	-1.53511895	-3.43493325	-4.26316285	
 	 	 	 	 	 	 	 	 	-5.4964393	-5.32017445		-6.4241752	-7.39991355	
 	 	 	 	 	 	 	 	 	-4.15521665	-6.5844		-6.3325273	-3.28778005	
 	 	 	 	 	 	 	 	 	-4.20386675	-6.63305075		-2.0018684	-1.45659875	
 	 	 	 	 	 	 	 	 	-6.42939835	-6.8291352		0.02520448	-6.4735858	6.49879028
 	 	 	 	 	 	 	 	 	-2.9527289	-4.437428		1.23481935	1.5156193	-0.28079995
 	 	 	 	 	 	 	 	 	-6.00184965	-5.82558475		1.28441155	1.2887817	-0.00437014999999974
 	 	 	 	 	 	 	 	 	-7.370908	-7.1946432		-3.3690983	-2.90035215	
 	 	 	 	 	 	 	 	 	-6.47593565	-6.29967125		0.6241212	4.25411265	-3.62999145
 	 	 	 	 	 	 	 	 	-1.1337385	-3.0105737		1.1344029	2.38649765	-1.25209475
 	 	 	 	 	 	 	 	 	-5.05165695	-6.9513938		2.72222245	1.69267535	1.0295471
 	 	 	 	 	 	 	 	 	1.32003375	1.5002955	-0.18026175	-0.73988305	-0.19824809	-0.54163496
 	 	 	 	 	 	 	 	 	4.2270425	4.26900055	-0.0419580499999999	4.5265125	5.06560215	-0.53908965
 	 	 	 	 	 	 	 	 	5.1589458	4.96378115	0.19516465	3.81410505	3.17523235	0.6388727
 	 	 	 	 	 	 	 	 	4.16101385	4.69357755	-0.5325637	-3.7767033	-5.544923	
 	 	 	 	 	 	 	 	 	2.7457151	2.77346845	-0.0277533500000002	1.28550635	1.5110009	-0.22549455
 	 	 	 	 	 	 	 	 	4.87880175	5.20672765	-0.327925899999999	1.1312046	0.953822225	0.177382375
 	 	 	 	 	 	 	 	 	-1.82345995	2.05039345	-3.8738534	-6.41320015	-6.23693535	
 	 	 	 	 	 	 	 	 	3.4669323	3.7107561	-0.2438238	3.93133165	3.89359245	0.0377392000000003
 	 	 	 	 	 	 	 	 	-4.04057975	-3.5044496		3.86863805	3.5619625	0.30667555
 	 	 	 	 	 	 	 	 	6.61021915	6.84882385	-0.238604700000001	-4.5831199	-3.5031778	
 	 	 	 	 	 	 	 	 	5.18312435	4.5900314	0.59309295	1.6181575	2.6060871	-0.9879296
 	 	 	 	 	 	 	 	 	-6.0180382	-5.8417735		4.10184905	4.749617	-0.64776795
 	 	 	 	 	 	 	 	 	-1.5845424	-1.8455121		-1.78246625	-1.1224122	
 	 	 	 	 	 	 	 	 	-6.3961955	-6.21993085		-0.205784975	2.8225757	-3.028360675
 	 	 	 	 	 	 	 	 	-4.99017405	-4.8139092		0.8544942	1.8560343	-1.0015401
 	 	 	 	 	 	 	 	 	-7.00429915	-6.9040362		2.4350858	2.9993341	-0.5642483
 	 	 	 	 	 	 	 	 	-5.3566345	-5.54885275		-0.149377103	-2.2479001	2.098522997
 	 	 	 	 	 	 	 	 	-5.0710125	-5.97074965		0.388640835	1.37846975	-0.989828915
 	 	 	 	 	 	 	 	 	-3.3496014	-0.43062331	-2.91897809	-1.1418776	4.64624435	-5.78812195
 	 	 	 	 	 	 	 	 	-2.60263895	-2.2625869		-5.503027	-5.3267623	
 	 	 	 	 	 	 	 	 	-3.805323	-3.62905815		-6.7193029	-6.54303815	
 	 	 	 	 	 	 	 	 	-0.7738974	-3.7168351	2.9429377	-4.49113655	-2.6846082	
 	 	 	 	 	 	 	 	 	1.33032725	2.0857271	-0.75539985	-0.416022285	0.6394110845	-1.0554333695
 	 	 	 	 	 	 	 	 	2.3396632	3.6918988	-1.3522356	-5.5916103	-5.991347	
 	 	 	 	 	 	 	 	 	-4.4887155	-4.31245075		1.34792765	3.2149701	-1.86704245
 	 	 	 	 	 	 	 	 	2.0968914	1.8929816	0.203909799999999	-7.11476035	-6.9384954	
 	 	 	 	 	 	 	 	 	-3.57488095	-4.3431008		-2.6790701	-3.7540556	
 	 	 	 	 	 	 	 	 	-3.6147324	-3.51446925		-3.11038505	0.32088127	-3.43126632
 	 	 	 	 	 	 	 	 	-7.0776572	-5.825391		-2.70862115	1.42385785	-4.132479
 	 	 	 	 	 	 	 	 	1.0749548	0.77692153	0.29803327	-1.38354105	4.01573085	-5.3992719
 	 	 	 	 	 	 	 	 	-6.41144985	-5.1591836		-4.47343015	-6.77684425	
 	 	 	 	 	 	 	 	 	1.39567435	2.35182035	-0.956145999999999	2.7831172	3.247651	-0.4645338
 	 	 	 	 	 	 	 	 	-5.2550309	-5.0787661		-1.56124565	-7.50530315	
 	 	 	 	 	 	 	 	 	-4.74731735	-2.5913737		1.36142755	2.19185495	-0.8304274
 	 	 	 	 	 	 	 	 	-6.7747983	-6.59853385		5.8005065	5.84393785	-0.0434313499999996
 	 	 	 	 	 	 	 	 	-6.6635001	-6.6392386		-6.6583102	-6.558047	
 	 	 	 	 	 	 	 	 	-1.34653865	-0.0776188	-1.26891985	0.080610193	1.3231503	-1.242540107
 	 	 	 	 	 	 	 	 	-6.58551935	-6.40925425		-7.24793125	-5.7031835	
 	 	 	 	 	 	 	 	 	-6.4764935	-6.30022905		1.3917783	-6.72358335	8.11536165
 	 	 	 	 	 	 	 	 	2.22071265	2.6498232	-0.42911055	-0.018044125	0.34357823	-0.361622355
 	 	 	 	 	 	 	 	 	1.24944955	3.2460848	-1.99663525	2.8369223	2.8524783	-0.0155560000000001
 	 	 	 	 	 	 	 	 	1.6802288	2.68124855	-1.00101975	3.8702368	4.6104265	-0.7401897
 	 	 	 	 	 	 	 	 	-5.16235495	-4.98609		4.100541	4.84008815	-0.73954715
 	 	 	 	 	 	 	 	 	-5.22744985	-5.05118515		0.34188743	-3.57357665	3.91546408
 	 	 	 	 	 	 	 	 	5.4885305	5.74818655	-0.25965605	-2.71720005	-1.75999585	
 	 	 	 	 	 	 	 	 	-6.05511965	-5.8788547		3.2045252	3.16286075	0.0416644499999999
 	 	 	 	 	 	 	 	 	-0.559080528	-0.233975475	-0.325105053	4.601107	2.88949085	1.71161615
 	 	 	 	 	 	 	 	 	-6.1036058	-5.3513397		0.32769168	3.8501493	-3.52245762
 	 	 	 	 	 	 	 	 	-6.4137828	-6.237518		1.13987375	1.4959835	-0.35610975
 	 	 	 	 	 	 	 	 	-4.8354752	-0.039477385	-4.795997815	1.8158185	2.5124262	-0.6966077
 	 	 	 	 	 	 	 	 	-6.1003915	-6.57613075		0.318061805	1.4601576	-1.142095795
 	 	 	 	 	 	 	 	 	-5.49313405	-5.316869		-2.0600686	-3.7131739	
 	 	 	 	 	 	 	 	 	-6.4602235	-6.28395875		4.412253	4.4063537	0.00589929999999939
 	 	 	 	 	 	 	 	 	-5.4731425	-2.12267745		1.30365425	1.212151	0.0915032500000001
 	 	 	 	 	 	 	 	 	-5.0131345	-5.41287075		0.60330655	-2.6223272865	3.2256338365
 	 	 	 	 	 	 	 	 	-5.79400615	1.17250582	-6.96651197	-6.0513788	-5.87511415	
 	 	 	 	 	 	 	 	 	-7.15400765	-6.977743		-5.7333782	-5.5571134	
 	 	 	 	 	 	 	 	 	-5.3820441	-5.85778235		-6.11224885	-5.93598425	
 	 	 	 	 	 	 	 	 	-4.9137245	-2.6524973		-5.3530915	-5.1768268	
 	 	 	 	 	 	 	 	 	-3.29760525	-2.5101444		-5.2287755	-5.052511	
